id,mag,place,time,updated,tz,url,detail,felt,cdi,mmi,alert,status,tsunami,sig,net,code,ids,sources,types,nst,dmin,rms,gap,magType,type,title,geometry
av91718631,1.19,"93 km W of Adak, Alaska",1668864619390,1668996326010,,https://earthquake.usgs.gov/earthquakes/eventpage/av91718631,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=av91718631&format=geojson,,,,,reviewed,0,22,av,91718631,",av91718631,",",av,",",origin,phase-data,",6.0,,0.23,102.0,ml,earthquake,"M 1.2 - 93 km W of Adak, Alaska",POINT Z (-177.995666666667 51.859 2.98)
av91077323,1.06,"Andreanof Islands, Aleutian Islands, Alaska",1668864616040,1668996538900,,https://earthquake.usgs.gov/earthquakes/eventpage/av91077323,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=av91077323&format=geojson,,,,,reviewed,0,17,av,91077323,",av91077323,",",av,",",origin,phase-data,",5.0,,0.16,112.0,ml,earthquake,"M 1.1 - Andreanof Islands, Aleutian Islands, Alaska",POINT Z (-177.9855 51.8591666666667 3.79)
ak022euefmxr,1.9,"19 km SW of Tyonek, Alaska",1668863901777,1668864047901,,https://earthquake.usgs.gov/earthquakes/eventpage/ak022euefmxr,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ak022euefmxr&format=geojson,,,,,automatic,0,56,ak,022euefmxr,",ak022euefmxr,",",ak,",",origin,phase-data,",,,0.29,,ml,earthquake,"M 1.9 - 19 km SW of Tyonek, Alaska",POINT Z (-151.3689 60.9389 60)
av91718621,1.13,"91 km W of Adak, Alaska",1668863079960,1668996069610,,https://earthquake.usgs.gov/earthquakes/eventpage/av91718621,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=av91718621&format=geojson,,,,,reviewed,0,20,av,91718621,",av91718621,",",av,",",origin,phase-data,",6.0,,0.31,131.0,ml,earthquake,"M 1.1 - 91 km W of Adak, Alaska",POINT Z (-177.966833333333 51.86 2.61)
av91718616,0.23,,1668863028840,1668994440250,,https://earthquake.usgs.gov/earthquakes/eventpage/av91718616,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=av91718616&format=geojson,,,,,reviewed,0,1,av,91718616,",av91718616,",",av,",",origin,phase-data,",5.0,,0.15,129.0,ml,earthquake,M 0.2 - ,POINT Z (-177.958666666667 51.8493333333333 -1.77)
av91077318,1.4,"92 km W of Adak, Alaska",1668862936630,1668993956650,,https://earthquake.usgs.gov/earthquakes/eventpage/av91077318,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=av91077318&format=geojson,,,,,reviewed,0,30,av,91077318,",av91077318,",",av,",",origin,phase-data,",6.0,,0.11,123.0,ml,earthquake,"M 1.4 - 92 km W of Adak, Alaska",POINT Z (-177.970666666667 51.854 3.59)
av91718611,0.99,"92 km W of Adak, Alaska",1668862923980,1668993751780,,https://earthquake.usgs.gov/earthquakes/eventpage/av91718611,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=av91718611&format=geojson,,,,,reviewed,0,15,av,91718611,",av91718611,",",av,",",origin,phase-data,",6.0,,0.15,123.0,ml,earthquake,"M 1.0 - 92 km W of Adak, Alaska",POINT Z (-177.970333333333 51.8548333333333 3.89)
av91077313,1.17,"93 km W of Adak, Alaska",1668862894790,1668993283450,,https://earthquake.usgs.gov/earthquakes/eventpage/av91077313,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=av91077313&format=geojson,,,,,reviewed,0,21,av,91077313,",av91077313,",",av,",",origin,phase-data,",6.0,,0.22,106.0,ml,earthquake,"M 1.2 - 93 km W of Adak, Alaska",POINT Z (-177.993 51.862 5.28)
av91077308,1.03,"92 km W of Adak, Alaska",1668862879960,1668993105920,,https://earthquake.usgs.gov/earthquakes/eventpage/av91077308,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=av91077308&format=geojson,,,,,reviewed,0,16,av,91077308,",av91077308,",",av,",",origin,phase-data,",6.0,,0.21,123.0,ml,earthquake,"M 1.0 - 92 km W of Adak, Alaska",POINT Z (-177.9765 51.8623333333333 5.16)
av91718606,1.28,"92 km W of Adak, Alaska",1668862869370,1668992954750,,https://earthquake.usgs.gov/earthquakes/eventpage/av91718606,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=av91718606&format=geojson,,,,,reviewed,0,25,av,91718606,",av91718606,",",av,",",origin,phase-data,",6.0,,0.25,122.0,ml,earthquake,"M 1.3 - 92 km W of Adak, Alaska",POINT Z (-177.9795 51.865 5.18)
av91718601,2.13,"92 km W of Adak, Alaska",1668862660150,1668977005340,,https://earthquake.usgs.gov/earthquakes/eventpage/av91718601,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=av91718601&format=geojson,,,,,reviewed,0,70,av,91718601,",av91718601,",",av,",",origin,phase-data,",6.0,,0.05,121.0,ml,earthquake,"M 2.1 - 92 km W of Adak, Alaska",POINT Z (-177.971 51.8528333333333 4.17)
av91077303,1.1,,1668862651310,1668977162310,,https://earthquake.usgs.gov/earthquakes/eventpage/av91077303,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=av91077303&format=geojson,,,,,reviewed,0,19,av,91077303,",av91077303,",",av,",",origin,phase-data,",6.0,,0.07,114.0,ml,earthquake,M 1.1 - ,POINT Z (-177.979833333333 51.8535 4.06)
av91718596,1.35,"92 km W of Adak, Alaska",1668862556270,1668976808320,,https://earthquake.usgs.gov/earthquakes/eventpage/av91718596,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=av91718596&format=geojson,,,,,reviewed,0,28,av,91718596,",av91718596,",",av,",",origin,phase-data,",6.0,,0.15,124.0,ml,earthquake,"M 1.4 - 92 km W of Adak, Alaska",POINT Z (-177.972166666667 51.8573333333333 4.07)
av91718591,1.28,"Andreanof Islands, Aleutian Islands, Alaska",1668862496770,1669170381190,,https://earthquake.usgs.gov/earthquakes/eventpage/av91718591,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=av91718591&format=geojson,,,,,reviewed,0,25,av,91718591,",av91718591,",",av,",",origin,phase-data,",5.0,,0.18,124.0,ml,earthquake,"M 1.3 - Andreanof Islands, Aleutian Islands, Alaska",POINT Z (-177.996833333333 51.8536666666667 2.41)
av91077298,1.14,"93 km W of Adak, Alaska",1668862489060,1668976300640,,https://earthquake.usgs.gov/earthquakes/eventpage/av91077298,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=av91077298&format=geojson,,,,,reviewed,0,20,av,91077298,",av91077298,",",av,",",origin,phase-data,",5.0,,0.12,101.0,ml,earthquake,"M 1.1 - 93 km W of Adak, Alaska",POINT Z (-177.997166666667 51.8568333333333 3.7)
av91718586,1.56,"93 km W of Adak, Alaska",1668862454680,1668975985750,,https://earthquake.usgs.gov/earthquakes/eventpage/av91718586,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=av91718586&format=geojson,,,,,reviewed,0,37,av,91718586,",av91718586,",",av,",",origin,phase-data,",6.0,,0.22,102.0,ml,earthquake,"M 1.6 - 93 km W of Adak, Alaska",POINT Z (-177.995666666667 51.8593333333333 3.42)
av91077293,1.15,"94 km W of Adak, Alaska",1668862439570,1668976118500,,https://earthquake.usgs.gov/earthquakes/eventpage/av91077293,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=av91077293&format=geojson,,,,,reviewed,0,20,av,91077293,",av91077293,",",av,",",origin,phase-data,",6.0,,0.29,99.0,ml,earthquake,"M 1.2 - 94 km W of Adak, Alaska",POINT Z (-177.999166666667 51.8566666666667 2.4)
tx2022wrhm,2.1,"37 km WSW of Mentone, Texas",1668862402672,1669155598059,,https://earthquake.usgs.gov/earthquakes/eventpage/tx2022wrhm,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=tx2022wrhm&format=geojson,,,,,reviewed,0,68,tx,2022wrhm,",tx2022wrhm,",",tx,",",origin,phase-data,",30.0,0.01127134854,0.2,40.0,ml,earthquake,"M 2.1 - 37 km WSW of Mentone, Texas",POINT Z (-103.979463 31.61739164 6.838537598)
av91718581,1.28,"94 km W of Adak, Alaska",1668862295570,1668975854380,,https://earthquake.usgs.gov/earthquakes/eventpage/av91718581,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=av91718581&format=geojson,,,,,reviewed,0,25,av,91718581,",av91718581,",",av,",",origin,phase-data,",6.0,,0.3,93.0,ml,earthquake,"M 1.3 - 94 km W of Adak, Alaska",POINT Z (-178.0055 51.8653333333333 5.45)
av91718576,1.08,"93 km W of Adak, Alaska",1668862151580,1668975672330,,https://earthquake.usgs.gov/earthquakes/eventpage/av91718576,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=av91718576&format=geojson,,,,,reviewed,0,18,av,91718576,",av91718576,",",av,",",origin,phase-data,",5.0,,0.17,112.0,ml,earthquake,"M 1.1 - 93 km W of Adak, Alaska",POINT Z (-177.987 51.8598333333333 5.02)
nc73809246,1.51,"8km NW of The Geysers, CA",1668862056300,1669193114373,,https://earthquake.usgs.gov/earthquakes/eventpage/nc73809246,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc73809246&format=geojson,,,,,reviewed,0,35,nc,73809246,",nc73809246,",",nc,",",focal-mechanism,nearby-cities,origin,phase-data,scitech-link,",41.0,0.008055,0.04,40.0,md,earthquake,"M 1.5 - 8km NW of The Geysers, CA",POINT Z (-122.8198333 38.826 1.57)
nc73809241,0.82,"7km NW of The Geysers, CA",1668861405690,1668862452199,,https://earthquake.usgs.gov/earthquakes/eventpage/nc73809241,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc73809241&format=geojson,,,,,automatic,0,10,nc,73809241,",nc73809241,",",nc,",",nearby-cities,origin,phase-data,scitech-link,",19.0,0.007087,0.03,40.0,md,earthquake,"M 0.8 - 7km NW of The Geysers, CA",POINT Z (-122.8031693 38.8279991 1.66)
nn00851606,1.6,"33 km SE of Mina, Nevada",1668861371443,1669077879578,,https://earthquake.usgs.gov/earthquakes/eventpage/nn00851606,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nn00851606&format=geojson,,,,,reviewed,0,39,nn,00851606,",nn00851606,",",nn,",",origin,phase-data,",16.0,0.101,0.1134,131.58,ml,earthquake,"M 1.6 - 33 km SE of Mina, Nevada",POINT Z (-117.8685 38.1556 11.6)
av91718571,1.22,"93 km W of Adak, Alaska",1668861341300,1668975544700,,https://earthquake.usgs.gov/earthquakes/eventpage/av91718571,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=av91718571&format=geojson,,,,,reviewed,0,23,av,91718571,",av91718571,",",av,",",origin,phase-data,",6.0,,0.26,113.0,ml,earthquake,"M 1.2 - 93 km W of Adak, Alaska",POINT Z (-177.987833333333 51.8655 3.09)
ci40378064,1.54,"2km SSE of Lake Henshaw, CA",1668861128640,1668980778020,,https://earthquake.usgs.gov/earthquakes/eventpage/ci40378064,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ci40378064&format=geojson,,,,,reviewed,0,36,ci,40378064,",ci40378064,",",ci,",",focal-mechanism,nearby-cities,origin,phase-data,scitech-link,",75.0,0.01552,0.19,14.0,ml,earthquake,"M 1.5 - 2km SSE of Lake Henshaw, CA",POINT Z (-116.7545 33.2208333 10.56)
av91718566,1.19,"Andreanof Islands, Aleutian Islands, Alaska",1668861123340,1668975376230,,https://earthquake.usgs.gov/earthquakes/eventpage/av91718566,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=av91718566&format=geojson,,,,,reviewed,0,22,av,91718566,",av91718566,",",av,",",origin,phase-data,",6.0,,0.1,100.0,ml,earthquake,"M 1.2 - Andreanof Islands, Aleutian Islands, Alaska",POINT Z (-177.998666666667 51.8618333333333 3.44)
ak022eudv4jz,2.5,"76 km NE of Port Alsworth, Alaska",1668860572404,1668863365040,,https://earthquake.usgs.gov/earthquakes/eventpage/ak022eudv4jz,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ak022eudv4jz&format=geojson,,,,,automatic,0,96,ak,022eudv4jz,",us7000iqzi,ak022eudv4jz,",",us,ak,",",origin,phase-data,",,,0.53,,ml,earthquake,"M 2.5 - 76 km NE of Port Alsworth, Alaska",POINT Z (-153.2772 60.6617 174.6)
av91718556,1.4,"Andreanof Islands, Aleutian Islands, Alaska",1668860542320,1668975179130,,https://earthquake.usgs.gov/earthquakes/eventpage/av91718556,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=av91718556&format=geojson,,,,,reviewed,0,30,av,91718556,",av91718556,",",av,",",origin,phase-data,",6.0,,0.2,94.0,ml,earthquake,"M 1.4 - Andreanof Islands, Aleutian Islands, Alaska",POINT Z (-178.004666666667 51.8581666666667 3.26)
us7000iqzh,3.4,off the coast of Oregon,1668860463986,1668884359472,,https://earthquake.usgs.gov/earthquakes/eventpage/us7000iqzh,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us7000iqzh&format=geojson,2.0,3.1,,,reviewed,0,178,us,7000iqzh,",us7000iqzh,",",us,",",dyfi,origin,phase-data,",22.0,1.73,0.47,271.0,ml,earthquake,M 3.4 - off the coast of Oregon,POINT Z (-130.4262 44.161 10)
pr71383173,2.23,"7 km SSE of Guánica, Puerto Rico",1668860324550,1668861901960,,https://earthquake.usgs.gov/earthquakes/eventpage/pr71383173,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=pr71383173&format=geojson,,,,,reviewed,0,77,pr,71383173,",pr71383173,",",pr,",",origin,phase-data,",8.0,0.06758,0.09,233.0,md,earthquake,"M 2.2 - 7 km SSE of Guánica, Puerto Rico",POINT Z (-66.8823333333333 17.9071666666667 14.01)
av91077288,1.43,"94 km W of Adak, Alaska",1668860122750,1668975028410,,https://earthquake.usgs.gov/earthquakes/eventpage/av91077288,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=av91077288&format=geojson,,,,,reviewed,0,31,av,91077288,",av91077288,",",av,",",origin,phase-data,",6.0,,0.22,91.0,ml,earthquake,"M 1.4 - 94 km W of Adak, Alaska",POINT Z (-178.0085 51.859 0.99)
hv73228307,2.6,"1 km WSW of P?hala, Hawaii",1668860117250,1668862970040,,https://earthquake.usgs.gov/earthquakes/eventpage/hv73228307,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=hv73228307&format=geojson,2.0,3.1,,,automatic,0,105,hv,73228307,",hv73228307,us7000iqzg,",",hv,us,",",dyfi,origin,phase-data,",48.0,,0.100000001,75.0,ml,earthquake,"M 2.6 - 1 km WSW of P?hala, Hawaii",POINT Z (-155.493835449219 19.1981658935547 31.7399997711182)
av91718551,2.17,"93 km W of Adak, Alaska",1668860096570,1668974805380,,https://earthquake.usgs.gov/earthquakes/eventpage/av91718551,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=av91718551&format=geojson,,,,,reviewed,0,72,av,91718551,",av91718551,",",av,",",origin,phase-data,",8.0,,0.23,93.0,ml,earthquake,"M 2.2 - 93 km W of Adak, Alaska",POINT Z (-177.993166666667 51.8496666666667 3.83)
av91718546,1.23,"93 km W of Adak, Alaska",1668860033800,1668974614340,,https://earthquake.usgs.gov/earthquakes/eventpage/av91718546,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=av91718546&format=geojson,,,,,reviewed,0,23,av,91718546,",av91718546,",",av,",",origin,phase-data,",6.0,,0.28,105.0,ml,earthquake,"M 1.2 - 93 km W of Adak, Alaska",POINT Z (-177.992666666667 51.8581666666667 0.97)
pr71383158,2.47,"9 km SSE of Guánica, Puerto Rico",1668859887480,1668860532440,,https://earthquake.usgs.gov/earthquakes/eventpage/pr71383158,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=pr71383158&format=geojson,,,,,reviewed,0,94,pr,71383158,",pr71383158,",",pr,",",origin,phase-data,",16.0,0.07962,0.08,236.0,md,earthquake,"M 2.5 - 9 km SSE of Guánica, Puerto Rico",POINT Z (-66.8738333333333 17.8951666666667 14.87)
av91718541,0.97,"92 km W of Adak, Alaska",1668859748450,1668974451450,,https://earthquake.usgs.gov/earthquakes/eventpage/av91718541,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=av91718541&format=geojson,,,,,reviewed,0,14,av,91718541,",av91718541,",",av,",",origin,phase-data,",5.0,,0.15,128.0,ml,earthquake,"M 1.0 - 92 km W of Adak, Alaska",POINT Z (-177.971 51.8606666666667 5.72)
ci40378056,1.61,"9km NNE of Borrego Springs, CA",1668859581900,1668979929440,,https://earthquake.usgs.gov/earthquakes/eventpage/ci40378056,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ci40378056&format=geojson,,,,,reviewed,0,40,ci,40378056,",ci40378056,",",ci,",",focal-mechanism,nearby-cities,origin,phase-data,scitech-link,",76.0,0.02205,0.19,33.0,ml,earthquake,"M 1.6 - 9km NNE of Borrego Springs, CA",POINT Z (-116.3408333 33.3276667 12.44)
av91718536,1.23,"91 km W of Adak, Alaska",1668859575120,1668974280630,,https://earthquake.usgs.gov/earthquakes/eventpage/av91718536,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=av91718536&format=geojson,,,,,reviewed,0,23,av,91718536,",av91718536,",",av,",",origin,phase-data,",6.0,,0.21,133.0,ml,earthquake,"M 1.2 - 91 km W of Adak, Alaska",POINT Z (-177.968166666667 51.8635 5.11)
nc73809231,1.47,"14km N of Cloverdale, CA",1668859470760,1668896113684,,https://earthquake.usgs.gov/earthquakes/eventpage/nc73809231,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc73809231&format=geojson,,,,,reviewed,0,33,nc,73809231,",nc73809231,",",nc,",",nearby-cities,origin,phase-data,scitech-link,",31.0,0.1041,0.04,124.0,md,earthquake,"M 1.5 - 14km N of Cloverdale, CA",POINT Z (-123.0283333 38.9271667 -0.01)
nc73809226,0.85,"8km WNW of Cobb, CA",1668859413080,1668864850457,,https://earthquake.usgs.gov/earthquakes/eventpage/nc73809226,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc73809226&format=geojson,,,,,automatic,0,11,nc,73809226,",nc73809226,",",nc,",",nearby-cities,origin,phase-data,scitech-link,",12.0,0.01244,0.01,54.0,md,earthquake,"M 0.9 - 8km WNW of Cobb, CA",POINT Z (-122.8108368 38.8358345 2.01)
ci40378048,1.41,"14km NNE of Indio, CA",1668859394180,1668978752929,,https://earthquake.usgs.gov/earthquakes/eventpage/ci40378048,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ci40378048&format=geojson,,,,,reviewed,0,31,ci,40378048,",ci40378048,",",ci,",",nearby-cities,origin,phase-data,scitech-link,",52.0,0.06755,0.2,37.0,ml,earthquake,"M 1.4 - 14km NNE of Indio, CA",POINT Z (-116.1515 33.831 3.05)
av91718531,1.71,"94 km W of Adak, Alaska",1668859391980,1668974153170,,https://earthquake.usgs.gov/earthquakes/eventpage/av91718531,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=av91718531&format=geojson,,,,,reviewed,0,45,av,91718531,",av91718531,",",av,",",origin,phase-data,",6.0,,0.31,93.0,ml,earthquake,"M 1.7 - 94 km W of Adak, Alaska",POINT Z (-178.006166666667 51.8593333333333 -1.8)
av91077283,1.45,"93 km W of Adak, Alaska",1668859285920,1668973777470,,https://earthquake.usgs.gov/earthquakes/eventpage/av91077283,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=av91077283&format=geojson,,,,,reviewed,0,32,av,91077283,",av91077283,",",av,",",origin,phase-data,",5.0,,0.19,108.0,ml,earthquake,"M 1.5 - 93 km W of Adak, Alaska",POINT Z (-177.990333333333 51.8605 -1.74)
av91718526,1.44,"93 km W of Adak, Alaska",1668859283400,1668973580240,,https://earthquake.usgs.gov/earthquakes/eventpage/av91718526,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=av91718526&format=geojson,,,,,reviewed,0,32,av,91718526,",av91718526,",",av,",",origin,phase-data,",6.0,,0.1,102.0,ml,earthquake,"M 1.4 - 93 km W of Adak, Alaska",POINT Z (-177.996333333333 51.8605 2.81)
av91718521,1.84,"Andreanof Islands, Aleutian Islands, Alaska",1668859206090,1668973176800,,https://earthquake.usgs.gov/earthquakes/eventpage/av91718521,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=av91718521&format=geojson,,,,,reviewed,0,52,av,91718521,",av91718521,",",av,",",origin,phase-data,",6.0,,0.13,100.0,ml,earthquake,"M 1.8 - Andreanof Islands, Aleutian Islands, Alaska",POINT Z (-177.997 51.852 1.63)
ok2022wrfn,1.71,Oklahoma,1668858830090,1669059821308,,https://earthquake.usgs.gov/earthquakes/eventpage/ok2022wrfn,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ok2022wrfn&format=geojson,,,,,reviewed,0,45,ok,2022wrfn,",ok2022wrfn,",",ok,",",origin,phase-data,",68.0,0.09088216582,0.33,37.0,ml,earthquake,M 1.7 - Oklahoma,POINT Z (-98.01183333 35.29216667 6.65)
av91718516,0.44,"93 km W of Adak, Alaska",1668858746310,1668972705020,,https://earthquake.usgs.gov/earthquakes/eventpage/av91718516,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=av91718516&format=geojson,,,,,reviewed,0,3,av,91718516,",av91718516,",",av,",",origin,phase-data,",5.0,,0.2,101.0,ml,earthquake,"M 0.4 - 93 km W of Adak, Alaska",POINT Z (-177.996833333333 51.8566666666667 1.89)
pr71383153,2.44,"6 km SSE of Maria Antonia, Puerto Rico",1668858586830,1668859784840,,https://earthquake.usgs.gov/earthquakes/eventpage/pr71383153,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=pr71383153&format=geojson,,,,,reviewed,0,92,pr,71383153,",pr71383153,",",pr,",",origin,phase-data,",6.0,0.05667,0.05,227.0,md,earthquake,"M 2.4 - 6 km SSE of Maria Antonia, Puerto Rico",POINT Z (-66.8676666666667 17.9191666666667 15.32)
hv73228282,1.84000003,"9 km ESE of P?hala, Hawaii",1668858364620,1668858555560,,https://earthquake.usgs.gov/earthquakes/eventpage/hv73228282,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=hv73228282&format=geojson,,,,,automatic,0,52,hv,73228282,",hv73228282,",",hv,",",origin,phase-data,",29.0,,0.129999995,192.0,md,earthquake,"M 1.8 - 9 km ESE of P?hala, Hawaii",POINT Z (-155.387832641602 19.1826667785645 33.3199996948242)
av91718511,1.4,,1668858255380,1668972550290,,https://earthquake.usgs.gov/earthquakes/eventpage/av91718511,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=av91718511&format=geojson,,,,,reviewed,0,30,av,91718511,",av91718511,",",av,",",origin,phase-data,",5.0,,0.13,108.0,ml,earthquake,M 1.4 - ,POINT Z (-177.991 51.8591666666667 3.07)
pr71383138,2.96,"36 km SSW of Charlotte Amalie, U.S. Virgin Islands",1668858143030,1668859374860,,https://earthquake.usgs.gov/earthquakes/eventpage/pr71383138,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=pr71383138&format=geojson,,,,,reviewed,0,135,pr,71383138,",pr71383138,",",pr,",",origin,phase-data,",11.0,0.3304,0.29,129.0,md,earthquake,"M 3.0 - 36 km SSW of Charlotte Amalie, U.S. Virgin Islands",POINT Z (-65.0151666666667 18.025 7.95)
av91718506,3.13,"94 km W of Adak, Alaska",1668857947390,1668972392700,,https://earthquake.usgs.gov/earthquakes/eventpage/av91718506,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=av91718506&format=geojson,,,,,reviewed,0,151,av,91718506,",av91718506,",",av,",",origin,phase-data,",8.0,,0.17,93.0,ml,earthquake,"M 3.1 - 94 km W of Adak, Alaska",POINT Z (-178.005666666667 51.8658333333333 3.65)
nc73809221,1.26,"2km W of Anderson Springs, CA",1668857904530,1668894437488,,https://earthquake.usgs.gov/earthquakes/eventpage/nc73809221,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc73809221&format=geojson,,,,,reviewed,0,24,nc,73809221,",nc73809221,",",nc,",",nearby-cities,origin,phase-data,scitech-link,",43.0,0.007596,0.05,40.0,md,earthquake,"M 1.3 - 2km W of Anderson Springs, CA",POINT Z (-122.712 38.774 1.93)
ak022eudcuj1,1.7,"17 km ESE of Point Possession, Alaska",1668857844298,1668857952983,,https://earthquake.usgs.gov/earthquakes/eventpage/ak022eudcuj1,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ak022eudcuj1&format=geojson,,,,,automatic,0,44,ak,022eudcuj1,",ak022eudcuj1,",",ak,",",origin,phase-data,",,,0.74,,ml,earthquake,"M 1.7 - 17 km ESE of Point Possession, Alaska",POINT Z (-150.3921 60.8585 41.4)
av91718496,1.56,"94 km W of Adak, Alaska",1668857793810,1668971006120,,https://earthquake.usgs.gov/earthquakes/eventpage/av91718496,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=av91718496&format=geojson,,,,,reviewed,0,37,av,91718496,",av91718496,",",av,",",origin,phase-data,",6.0,,0.17,91.0,ml,earthquake,"M 1.6 - 94 km W of Adak, Alaska",POINT Z (-178.007833333333 51.8655 3.16)
ci40378040,0.86,"3km SSE of Lake Henshaw, CA",1668857639810,1668957113850,,https://earthquake.usgs.gov/earthquakes/eventpage/ci40378040,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ci40378040&format=geojson,,,,,reviewed,0,11,ci,40378040,",ci40378040,",",ci,",",focal-mechanism,nearby-cities,origin,phase-data,scitech-link,",30.0,0.02097,0.15,35.0,ml,earthquake,"M 0.9 - 3km SSE of Lake Henshaw, CA",POINT Z (-116.7468333 33.2175 11.11)
ak022eudbsuh,1.6,"40 km SW of Lake Minchumina, Alaska",1668857555009,1668857744138,,https://earthquake.usgs.gov/earthquakes/eventpage/ak022eudbsuh,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ak022eudbsuh&format=geojson,,,,,automatic,0,39,ak,022eudbsuh,",ak022eudbsuh,",",ak,",",origin,phase-data,",,,0.87,,ml,earthquake,"M 1.6 - 40 km SW of Lake Minchumina, Alaska",POINT Z (-152.8307 63.6025 11)
av91077278,1.26,"93 km W of Adak, Alaska",1668856992150,1668970866240,,https://earthquake.usgs.gov/earthquakes/eventpage/av91077278,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=av91077278&format=geojson,,,,,reviewed,0,24,av,91077278,",av91077278,",",av,",",origin,phase-data,",6.0,,0.33,108.0,ml,earthquake,"M 1.3 - 93 km W of Adak, Alaska",POINT Z (-177.991166666667 51.865 2.43)
av91077273,1.36,,1668856975910,1668970724610,,https://earthquake.usgs.gov/earthquakes/eventpage/av91077273,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=av91077273&format=geojson,,,,,reviewed,0,28,av,91077273,",av91077273,",",av,",",origin,phase-data,",6.0,,0.23,96.0,ml,earthquake,M 1.4 - ,POINT Z (-178.003333333333 51.8595 2.04)
av91718491,1.41,"94 km W of Adak, Alaska",1668856958810,1668970531800,,https://earthquake.usgs.gov/earthquakes/eventpage/av91718491,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=av91718491&format=geojson,,,,,reviewed,0,31,av,91718491,",av91718491,",",av,",",origin,phase-data,",6.0,,0.24,97.0,ml,earthquake,"M 1.4 - 94 km W of Adak, Alaska",POINT Z (-178.000833333333 51.8655 3.48)
av91718486,1.04,"Andreanof Islands, Aleutian Islands, Alaska",1668856456360,1668970370980,,https://earthquake.usgs.gov/earthquakes/eventpage/av91718486,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=av91718486&format=geojson,,,,,reviewed,0,17,av,91718486,",av91718486,",",av,",",origin,phase-data,",6.0,,0.24,109.0,ml,earthquake,"M 1.0 - Andreanof Islands, Aleutian Islands, Alaska",POINT Z (-177.986 51.8521666666667 2.25)
